full_id,osm_id,osm_type,railway,name,xcoord,ycoord
n434441216,"434441216",node,tram_stop,Vijzelgracht,4.8921024,52.3595051
n434441223,"434441223",node,tram_stop,Marnixplein,4.8788587,52.3780596
n434441252,"434441252",node,tram_stop,De Wittenkade,4.8770204,52.3832175
n434441260,"434441260",node,tram_stop,Van Hallstraat,4.8698541,52.3842644
n434497040,"434497040",node,tram_stop,Arent Krijtsstraat,4.9555768,52.3393768
n434504353,"434504353",node,tram_stop,Hugo de Vrieslaan,4.935404,52.3507313
n434507136,"434507136",node,tram_stop,Hogeweg,4.9308725,52.353568
n434507137,"434507137",node,tram_stop,Oostpoort,4.9272293,52.3570067
n434507138,"434507138",node,tram_stop,Linnaeusstraat,4.9257029,52.3601162
n434507140,"434507140",node,tram_stop,Wijttenbachstraat,4.92547,52.3597959
n434509970,"434509970",node,tram_stop,Artis,4.910955,52.3667187
n434524953,"434524953",node,tram_stop,Insulindeweg,4.9476342,52.3647569
n434524954,"434524954",node,tram_stop,Soembawastraat,4.9441018,52.3622746
n434524956,"434524956",node,tram_stop,Molukkenstraat,4.9401785,52.3617259
n434524959,"434524959",node,tram_stop,Beukenweg,4.9167422,52.3590732
n434560935,"434560935",node,tram_stop,Nieuwe Willemstraat,4.8809562,52.381394
n434598996,"434598996",node,tram_stop,Matterhorn,4.7747567,52.3537327
n434598999,"434598999",node,tram_stop,Pilatus,4.7770976,52.352828
n434599001,"434599001",node,tram_stop,Inaristraat,4.7836582,52.3501979
n434599008,"434599008",node,tram_stop,Ecuplein,4.7888748,52.3498075
n434599011,"434599011",node,tram_stop,Baden Powellweg,4.7951129,52.3510417
n434599013,"434599013",node,tram_stop,Hoekenes,4.8025285,52.3525312
n434599016,"434599016",node,tram_stop,Louis Davidsstraat,4.8091215,52.353933
n434599019,"434599019",node,tram_stop,Baden Powellweg,4.7913,52.3564413
n434599022,"434599022",node,tram_stop,Hoekenes,4.7990044,52.3579858
n434611618,"434611618",node,tram_stop,Corantijnstraat,4.8532957,52.3617312
n434611624,"434611624",node,tram_stop,Witte de Withstraat,4.8591799,52.3648019
n434636552,"434636552",node,tram_stop,Nicolaas Beetsstraat,4.8654725,52.3654615
n434636555,"434636555",node,tram_stop,Nicolaas Beetsstraat,4.8656891,52.3655426
n434636559,"434636559",node,tram_stop,Bilderdijkstraat,4.8717631,52.3671254
n434646764,"434646764",node,tram_stop,Rhijnvis Feithstraat,4.8603541,52.3590503
n434646765,"434646765",node,tram_stop,Rhijnvis Feithstraat,4.8596776,52.3588447
n434662838,"434662838",node,tram_stop,Lambertus Zijlplein,4.8032895,52.3772583
n434662842,"434662842",node,tram_stop,Dr. H. Colijnstraat,4.8062691,52.3769399
n434662845,"434662845",node,tram_stop,Burgemeester Van Leeuwenlaan,4.8120231,52.3764548
