full_id,osm_id,osm_type,highway,name,xcoord,ycoord
n1369130902,"1369130902",node,bus_stop,Hemkade,4.8306849,52.4204197
n1369130905,"1369130905",node,bus_stop,Hemkade,4.8307061,52.4204797
n1369130907,"1369130907",node,bus_stop,John M. Keynesplein,4.8252164,52.3400983
n1369130909,"1369130909",node,bus_stop,Lexion,4.776303,52.4356865
n1369130911,"1369130911",node,bus_stop,Lexion,4.7759716,52.4358848
n1369130914,"1369130914",node,bus_stop,Sluisbrug,4.7522504,52.4394356
n1369130916,"1369130916",node,bus_stop,Sluisbrug,4.7526992,52.4395681
n1370481411,"1370481411",node,bus_stop,Minister Van den Tempellaan,4.3077244,52.0376432
n1370481419,"1370481419",node,bus_stop,Minister Van den Tempellaan,4.309231,52.0377642
n1373791899,"1373791899",node,bus_stop,Floriande Sportdorp,4.6425084,52.3062097
n1373812135,"1373812135",node,bus_stop,Station Arriva,5.8781754,51.0997851
n1373812142,"1373812142",node,bus_stop,Oranjestraat,5.8737026,51.1060018
n1373812144,"1373812144",node,bus_stop,Mussenstraat,5.8742152,51.10318
n1373818430,"1373818430",node,bus_stop,Zuiderpoort,5.861958,51.1045638
n1373818435,"1373818435",node,bus_stop,Centrum,5.8654092,51.1029898
n1381599178,"1381599178",node,bus_stop,George Hintzenweg,4.5564992,51.9523202
n1381599181,"1381599181",node,bus_stop,George Hintzenweg,4.5564633,51.9523885
n1381599189,"1381599189",node,bus_stop,De Loet,4.6858231,51.9227373
n1381599191,"1381599191",node,bus_stop,De Loet,4.686056,51.9227033
n1381599209,"1381599209",node,bus_stop,Fruitweg,4.4862118,52.1484311
n1381599235,"1381599235",node,bus_stop,Provincialeweg,4.7673576,51.9716392
n1399350442,"1399350442",node,bus_stop,Oude Vest,4.7782215,51.5864123
n1401651657,"1401651657",node,bus_stop,Claudius Prinsenlaan,4.7837334,51.5877667
n1406569089,"1406569089",node,bus_stop,Lage Klompweg,5.0685403,52.2923802
n1406569090,"1406569090",node,bus_stop,Lage Klompweg,5.0665225,52.2932508
n1406767915,"1406767915",node,bus_stop,Loveren,5.4125361,51.3393122
n1417863682,"1417863682",node,bus_stop,Nelson Mandelapark,4.9643994,52.3111664
n1417863683,"1417863683",node,bus_stop,Nelson Mandelapark,4.9653688,52.3112674
n1419595047,"1419595047",node,bus_stop,Gasthuisland,4.3243481,52.0047144
n1423522857,"1423522857",node,bus_stop,Idskenhuizen,5.7160432,52.9280059
n1424157018,"1424157018",node,bus_stop,Van Vredenburchweg,4.3172427,52.045648
n1424615173,"1424615173",node,bus_stop,Stationssingel,4.4622276,51.9886898
n1425182647,"1425182647",node,bus_stop,Bankaplein,4.302202,52.0938888
n1425182648,"1425182648",node,bus_stop,Doorniksestraat,4.2981495,52.1090055
n1428189676,"1428189676",node,bus_stop,Weteringkade,4.3299714,52.0748334
n1433014817,"1433014817",node,bus_stop,Dorpsplein,5.1507996,51.4065365
n1434558807,"1434558807",node,bus_stop,Houtrustweg,4.2727179,52.0852714
n1435842883,"1435842883",node,bus_stop,De Akkers,4.3776501,51.9443883
n1440878714,"1440878714",node,bus_stop,Valkenhuizen,5.9255193,52.0105375
n1444569021,"1444569021",node,bus_stop,Fivelpoort Fivelingo,6.8557638,53.3029049
n1445144338,"1445144338",node,bus_stop,Thierensweg,5.1609608,52.2861058
n1445144342,"1445144342",node,bus_stop,Thierensweg,5.1610012,52.2862302
n1445795460,"1445795460",node,bus_stop,Koninginnelaan,4.3537947,51.9252526
n1445795462,"1445795462",node,bus_stop,De Gaarden,4.3846768,51.9403215
n1445795463,"1445795463",node,bus_stop,De Vlinderhoven,4.381668,51.9433205
n1447214057,"1447214057",node,bus_stop,Schipholweg,4.4880976,52.169858
n1448127608,"1448127608",node,bus_stop,Bohemen,5.4378006,52.1320138
n1456200213,"1456200213",node,bus_stop,Begraafplaats,4.4994299,51.9857939
n1456200228,"1456200228",node,bus_stop,Begraafplaats,4.4991786,51.9853274
n1456200250,"1456200250",node,bus_stop,Dorpsstraat,4.5001548,51.9886017
n1456200317,"1456200317",node,bus_stop,Veld en Beemd,4.4968773,51.9913202
n1456200319,"1456200319",node,bus_stop,Veld en Beemd,4.4958307,51.9919833
n1456236405,"1456236405",node,bus_stop,Stationssingel,4.4621707,51.9887733
n1459091678,"1459091678",node,bus_stop,Windmolen,4.5448209,52.0156072
n1460213578,"1460213578",node,bus_stop,Sint Franciscus Polikliniek,4.4733949,51.9972012
n1460213586,"1460213586",node,bus_stop,Sint Franciscus Polikliniek,4.4742767,51.9973451
n1460213601,"1460213601",node,bus_stop,Sint Petrus,4.4818984,52.0003872
n1460213621,"1460213621",node,bus_stop,Sint Petrus,4.4818543,52.0008656
n1460381329,"1460381329",node,bus_stop,Poolsterstraat,4.4846458,52.004088
n1460381341,"1460381341",node,bus_stop,Poolsterstraat,4.4845382,52.0036281
n1460381346,"1460381346",node,bus_stop,Sterrenweg/Planetenweg,4.4856706,52.0061797
n1460513799,"1460513799",node,bus_stop,Bosweg,4.4956498,51.9706512
n1460513810,"1460513810",node,bus_stop,Bosweg,4.4957929,51.9707727
n1460528633,"1460528633",node,bus_stop,'t Vaantje,4.4954697,51.9676547
n1460528634,"1460528634",node,bus_stop,'t Vaantje,4.4953592,51.9674774
n1461041713,"1461041713",node,bus_stop,Plaswijcklaan,4.4809395,51.958759
n1461041726,"1461041726",node,bus_stop,Plaswijcklaan,4.4814018,51.9589125
n1464675296,"1464675296",node,bus_stop,Baarschotsestraat,5.1838466,51.4580357
n1465760312,"1465760312",node,bus_stop,Laan van Nootdorp,4.3825884,52.0527255
n1466087428,"1466087428",node,bus_stop,Heuvelstraat,5.4120079,51.4237053
n1468122175,"1468122175",node,bus_stop,Paterswoldestraat,4.2832145,52.0433529
n1470193088,"1470193088",node,bus_stop,Schaarland,5.5363849,51.4246729
n1470653034,"1470653034",node,bus_stop,Koemarkt,4.4024503,51.9153949
n1471017950,"1471017950",node,bus_stop,Vondelstraat,4.3356343,51.9112768
n1472127464,"1472127464",node,bus_stop,Station Vlaardingen West,4.3148794,51.9044852
n1472236202,"1472236202",node,bus_stop,Begraafplaats Holy,4.3359515,51.9378953
n1473320400,"1473320400",node,bus_stop,Meester L.A. Kesperweg,4.3665582,51.9091035
n1474175628,"1474175628",node,bus_stop,Anna Paulownalaan,4.3440823,51.9271225
n1474175640,"1474175640",node,bus_stop,Anna Paulownalaan,4.3449945,51.927765
n1474175645,"1474175645",node,bus_stop,Anna Paulownalaan,4.3437959,51.9282161
n1474175675,"1474175675",node,bus_stop,Het Zonnehuis,4.3498218,51.9251333
n1474175706,"1474175706",node,bus_stop,Koninginnelaan,4.3529083,51.9255475
n1474175713,"1474175713",node,bus_stop,Sportlaan,4.3545333,51.9207298
n1474175722,"1474175722",node,bus_stop,Sportlaan,4.3540845,51.9214118
n1477227481,"1477227481",node,bus_stop,Geinbrug,5.0128705,52.3044327
n1477227486,"1477227486",node,bus_stop,Geinbrug,5.0131265,52.3044576
n1481216684,"1481216684",node,bus_stop,Sportpark,4.6339646,52.1206626
n1481216689,"1481216689",node,bus_stop,Sportpark,4.6338636,52.1209053
n1482106105,"1482106105",node,bus_stop,Begoniastraat,4.5934142,51.8664979
n1482106106,"1482106106",node,bus_stop,Begoniastraat,4.5933527,51.8666458
n1482107435,"1482107435",node,bus_stop,Rembrandtweg,4.5913115,51.8704509
n1482107439,"1482107439",node,bus_stop,Rembrandtweg,4.5913017,51.8705788
n1482533501,"1482533501",node,bus_stop,Goudenregenplantsoen,4.5832144,51.8710138
n1482533502,"1482533502",node,bus_stop,Goudenregenplatsoen,4.5846676,51.8718122
n1483892692,"1483892692",node,bus_stop,Pleinweg,4.4782915,51.8916345
n1483892704,"1483892704",node,bus_stop,Pleinweg,4.4787475,51.891767
n1483892713,"1483892713",node,bus_stop,Rijnhaven,4.4966194,51.9034933
n1483892716,"1483892716",node,bus_stop,Rijnhaven,4.4966805,51.9036458
n1483892761,"1483892761",node,bus_stop,Rijnhaven,4.4969668,51.9036299
n1484816146,"1484816146",node,bus_stop,Haagse Hogeschool/HS,4.3219958,52.0682761
n1499877893,"1499877893",node,bus_stop,Godelindeweg,5.163137,52.2872388
n1499877902,"1499877902",node,bus_stop,Godelindeweg,5.1624595,52.2873401
n1501219470,"1501219470",node,bus_stop,Willem Alexanderweg / Balijeweg,5.7042885,50.8673111
n1504116648,"1504116648",node,bus_stop,Bingerden,5.5154862,52.4993486
n1507825832,"1507825832",node,bus_stop,Javastraat,4.3037848,52.0871972
n1511998299,"1511998299",node,bus_stop,Randweg,5.9141176,50.9258801
n1513301750,"1513301750",node,bus_stop,Goudriaankade,4.3277349,52.0682348
n1514591054,"1514591054",node,bus_stop,Goeverneurplein,4.3138955,52.0560075
n1515797917,"1515797917",node,bus_stop,Herenstraat,4.3382412,52.0570051
n1518481343,"1518481343",node,bus_stop,Station,4.322578,52.0375037
n1523767343,"1523767343",node,bus_stop,De Hout,5.1893534,52.6732952
n1524542667,"1524542667",node,bus_stop,Haagse Markt,4.2981044,52.0671143
n1525349864,"1525349864",node,bus_stop,Arendshorst,4.5037195,52.1758291
n1525349879,"1525349879",node,bus_stop,Valkenhorst,4.5080871,52.1753514
n1525349885,"1525349885",node,bus_stop,Zwartemeerlaan,4.5127641,52.175421
n1529320482,"1529320482",node,bus_stop,De Geusselt,5.7181882,50.8562818
n1529891293,"1529891293",node,bus_stop,Centrum,5.9475317,51.1258655
n1529891297,"1529891297",node,bus_stop,Mariaveld,5.9485883,51.1305144
n1529891304,"1529891304",node,bus_stop,Hingenderstraat,5.9019964,51.1121157
n1529891308,"1529891308",node,bus_stop,Schepersheuvel,5.9949001,51.1410829
n1529891310,"1529891310",node,bus_stop,Dijk,5.9456936,51.1288533
n1529891324,"1529891324",node,bus_stop,Sint Joosterweg,5.8965133,51.1058188
n1529891330,"1529891330",node,bus_stop,Echterstraat,5.8941469,51.1038614
n1529891336,"1529891336",node,bus_stop,Zandstraat,5.9502252,51.1222297
n1529974845,"1529974845",node,bus_stop,Willem Alexanderlaan,6.0003852,51.1403458
n1529974849,"1529974849",node,bus_stop,Dirksbergerweg,6.0043615,51.1690095
n1529974852,"1529974852",node,bus_stop,Reutjesweg,6.0075038,51.1416257
n1529974855,"1529974855",node,bus_stop,Scheidingsweg,6.0031578,51.1809137
n1529974857,"1529974857",node,bus_stop,Bernhardlaan,6.0058702,51.1448729
n1529974858,"1529974858",node,bus_stop,Karel Doormanplein,6.0022643,51.1752506
n1529974860,"1529974860",node,bus_stop,Karel Doormanstraat,6.0026141,51.1769402
n1529974866,"1529974866",node,bus_stop,John F. Kennedysingel,6.0080992,51.1592523
n1530010168,"1530010168",node,bus_stop,Koningin Regentesselaan,6.0013877,51.1864087
n1530010171,"1530010171",node,bus_stop,Nassaustraat,6.0026812,51.1908658
n1530106034,"1530106034",node,bus_stop,Castorstraat,6.0151412,51.1914987
n1530106037,"1530106037",node,bus_stop,Minderbroederssingel,5.9858853,51.1906021
n1530106045,"1530106045",node,bus_stop,Niekée Roermond,6.007422,51.1925108
n1530106052,"1530106052",node,bus_stop,Jagerstraat,6.0220173,51.1922765
n1533071373,"1533071373",node,bus_stop,Dorpsstraat,5.8420414,51.1099953
n1533071381,"1533071381",node,bus_stop,Echterstraat,5.8869201,51.139706
n1533071389,"1533071389",node,bus_stop,Stevensweerterweg,5.8831499,51.1403162
n1533071393,"1533071393",node,bus_stop,Centrum,5.8341616,51.1116123
n1533071398,"1533071398",node,bus_stop,Veldstraat,5.8253452,51.1210631
n1533071399,"1533071399",node,bus_stop,Julianalaan,5.8909649,51.1422639
n1533071411,"1533071411",node,bus_stop,Voortstraat,5.9076425,51.1481054
n1533071412,"1533071412",node,bus_stop,Markt,5.8914759,51.1478305
n1533071413,"1533071413",node,bus_stop,Echterstraat,5.8866492,51.1397616
n1533071414,"1533071414",node,bus_stop,Hofstraat,5.9020049,51.1476149
n1533071416,"1533071416",node,bus_stop,Eiland,5.8566293,51.1306438
n1533071428,"1533071428",node,bus_stop,Zuidsingel,5.8917569,51.1445307
n1533071429,"1533071429",node,bus_stop,Kloosterstraat,5.8959632,51.1482807
n1533071431,"1533071431",node,bus_stop,Zuidsingel,5.8925402,51.1435613
n1533071433,"1533071433",node,bus_stop,Julianalaan,5.891512,51.1421646
n1533071444,"1533071444",node,bus_stop,Veldstraat,5.8254549,51.120608
n1533071446,"1533071446",node,bus_stop,Gouverneur Houbenstraat,5.8506594,51.1299223
n1533071448,"1533071448",node,bus_stop,Roumerweg,5.8425611,51.1285328
n1533071466,"1533071466",node,bus_stop,Voortstraat,5.9077701,51.1482247
n1533118988,"1533118988",node,bus_stop,Nieuwe Markt,5.942592,51.1567505
n1533119008,"1533119008",node,bus_stop,Mussenberg,5.9720916,51.1724703
n1533119011,"1533119011",node,bus_stop,Veestraat,5.9464772,51.1576412
n1533119012,"1533119012",node,bus_stop,Zwartbroekplein,5.9884387,51.1887351
n1533119034,"1533119034",node,bus_stop,Mergelweg,5.9311042,51.1528492
n1533119040,"1533119040",node,bus_stop,Zwartbroekplein,5.9888027,51.1885565
n1533119043,"1533119043",node,bus_stop,Nationaal Herdenkingspark,5.9862974,51.1822269
n1533119045,"1533119045",node,bus_stop,Schepersweg,5.9616267,51.1652023
n1533119049,"1533119049",node,bus_stop,Stationsweg,5.9140184,51.1465195
n1533119054,"1533119054",node,bus_stop,Nieuwe Markt,5.9434235,51.1567538
n1533119069,"1533119069",node,bus_stop,Nationaal Herdenkingspark,5.9853479,51.1816939
n1533119072,"1533119072",node,bus_stop,Schepersweg,5.9635881,51.166387
n1533119075,"1533119075",node,bus_stop,Mussenberg,5.9738627,51.1734429
n1533141034,"1533141034",node,bus_stop,Bosstraat,5.8837295,51.0980282
n1533141039,"1533141039",node,bus_stop,Raadhuisplein,5.8551514,51.0661928
n1535151777,"1535151777",node,bus_stop,Station,5.0539182,52.6444754
n1535410528,"1535410528",node,bus_stop,Nieboerweg,4.2597187,52.0801746
n1535410955,"1535410955",node,bus_stop,Nieboerweg,4.2608019,52.080491
n1535412134,"1535412134",node,bus_stop,Markenseplein,4.2524269,52.0877661
n1535412203,"1535412203",node,bus_stop,Markenseplein,4.2525994,52.0881141
n1535927275,"1535927275",node,bus_stop,Binckhorstlaan,4.3461533,52.0610133
n1535927544,"1535927544",node,bus_stop,Diaconessenhuis,4.3500037,52.0628453
n1535927546,"1535927546",node,bus_stop,Diaconessenhuis,4.3500188,52.0629461
n1535927614,"1535927614",node,bus_stop,Redenburgstraat,4.3533555,52.0645621
n1535927698,"1535927698",node,bus_stop,Sonnenburghlaan,4.3549805,52.0654293
n1538340760,"1538340760",node,bus_stop,Brouwersgracht,4.3038811,52.0735175
n1539260689,"1539260689",node,bus_stop,Anette Poelmanstraat,4.9542307,52.5120158
n1539260690,"1539260690",node,bus_stop,Anette Poelmanstraat,4.9542378,52.5120833
n1539260692,"1539260692",node,bus_stop,Gedempte Where,4.9501517,52.5099049
n1539260693,"1539260693",node,bus_stop,Slijperweg,4.9074916,52.3993263
n1540193054,"1540193054",node,bus_stop,Copernicusplein,4.2755689,52.0762892
n1541436241,"1541436241",node,bus_stop,Copernicusplein,4.2750908,52.075584
n1541601029,"1541601029",node,bus_stop,Soestdijkseplein,4.2838452,52.0620322
n1541601032,"1541601032",node,bus_stop,Soestdijkseplein,4.2837031,52.0620775
n1542404397,"1542404397",node,bus_stop,Rijswijkseplein - Station HS,4.3245,52.0716376
n1542758135,"1542758135",node,bus_stop,Cornelis Pronklaan,4.7189815,52.6280908
n1542758142,"1542758142",node,bus_stop,Mesdaglaan,4.7197377,52.6262691
n1542758145,"1542758145",node,bus_stop,Winkelcentrum De Hoef,4.7228627,52.6314745
n1545825026,"1545825026",node,bus_stop,Calandplein,4.3136065,52.0628665
n1546987542,"1546987542",node,bus_stop,President Kennedylaan,4.9019065,52.3409866
n1546987544,"1546987544",node,bus_stop,Maasstraat,4.8984382,52.3404398
n1547254760,"1547254760",node,bus_stop,Station Mariahoeve,4.3689545,52.0911111
n1547545198,"1547545198",node,bus_stop,Heidelberglaan,5.1737007,52.0847733
n1548085977,"1548085977",node,bus_stop,Station Laan van N.O.I.,4.3449712,52.0795129
n1548540372,"1548540372",node,bus_stop,Monseigneur van Steelaan,4.3544213,52.0769692
n1548540399,"1548540399",node,bus_stop,Monseigneur van Steelaan,4.3538108,52.0771742
n1548964365,"1548964365",node,bus_stop,Lingestraat,4.7629618,52.6337947
n1548964374,"1548964374",node,bus_stop,Lingestraat,4.7627411,52.6337438
n1549009656,"1549009656",node,bus_stop,Station,4.6369546,51.5747382
n1549009904,"1549009904",node,bus_stop,Statenlaan,4.6363292,51.5789286
n1550204678,"1550204678",node,bus_stop,Monseigneur van Steelaan,4.3543455,52.0768648
n1551695134,"1551695134",node,bus_stop,Dempseystraat,5.8526635,51.0059535
n1554178419,"1554178419",node,bus_stop,Anna van Berchemlaan,4.6394377,51.5721114
n1557444300,"1557444300",node,bus_stop,Heilaarstraat,4.7342763,51.5897888
n1557568027,"1557568027",node,bus_stop,Laan van Ypenburg,4.3614999,52.0439826
n1559507025,"1559507025",node,bus_stop,Beiaard,4.6307909,51.5652022
n1559507048,"1559507048",node,bus_stop,Waldhoornlaan,4.634624,51.5643011
n1563547577,"1563547577",node,bus_stop,Termaar,5.8277458,50.8177088
n1563934755,"1563934755",node,bus_stop,Karel Doormanstraat,5.9634734,50.9350297
n1563959532,"1563959532",node,bus_stop,Prins Hendriklaan/Bodemplein,5.9727451,50.9377863
n1563959537,"1563959537",node,bus_stop,Prins Hendriklaan/Bodemplein,5.9742775,50.939021
n1565879928,"1565879928",node,bus_stop,Abtswoudsepark,4.3500784,51.9808491
n1568384971,"1568384971",node,bus_stop,Steenstraat,4.4846539,52.162257
n1574352747,"1574352747",node,bus_stop,Zaaiersweg,4.9395381,52.3389623
n1574352767,"1574352767",node,bus_stop,Zaaiersweg,4.9384217,52.3398456
n1574494225,"1574494225",node,bus_stop,Kruislaan,4.9397468,52.3474338
n1574494232,"1574494232",node,bus_stop,Pekelharingstraat,4.9362362,52.3454621
n1574543815,"1574543815",node,bus_stop,Dalsteindreef,4.9424088,52.324767
n1574543820,"1574543820",node,bus_stop,Dalsteindreef,4.94245,52.324906
n1574543822,"1574543822",node,bus_stop,Dostojevskisingel,4.9453036,52.322754
n1574543829,"1574543829",node,bus_stop,Dostojevskisingel,4.9446131,52.3231487
n1574543832,"1574543832",node,bus_stop,Kruidenommegang,4.9394149,52.3280187
n1574543837,"1574543837",node,bus_stop,Kruidenommegang,4.939281,52.3279697
n1574543851,"1574543851",node,bus_stop,Station Duivendrecht,4.9362368,52.322916
n1574543853,"1574543853",node,bus_stop,Station Duivendrecht,4.9359667,52.3229636
n1574543854,"1574543854",node,bus_stop,Stationsweg,4.9313492,52.3241404
n1574543855,"1574543855",node,bus_stop,Stationsweg,4.9311466,52.324283
n1574600451,"1574600451",node,bus_stop,Lancasterplein,4.7226004,51.8353095
n1574600490,"1574600490",node,bus_stop,Lancasterplein,4.7234849,51.8348532
n1575229317,"1575229317",node,bus_stop,Ziekenhuis Hoofdingang,6.0690957,51.9427789
n1575409936,"1575409936",node,bus_stop,Stationsstraat,4.9203897,51.5873855
n1575409937,"1575409937",node,bus_stop,Rembrandlaan,4.9149409,51.5875198
n1576873577,"1576873577",node,bus_stop,Maaseikpad,4.8161595,52.3485663
n1576873579,"1576873579",node,bus_stop,Maaspeikpad,4.8158564,52.3481501
n1577396622,"1577396622",node,bus_stop,Peutgensweg,5.7346616,50.8568026
n1577396626,"1577396626",node,bus_stop,Withuisveld,5.7328683,50.8536905
n1577930582,"1577930582",node,bus_stop,Bruijnings Ingenhoeslaan,4.349431,52.0781804
n1578445053,"1578445053",node,bus_stop,Glacisweg,5.6896534,50.8396614
n1578445057,"1578445057",node,bus_stop,Mergelweg/Sportpark,5.6822138,50.8365263
n1578445060,"1578445060",node,bus_stop,Sint Pietersberg,5.6863052,50.8386193
n1578445068,"1578445068",node,bus_stop,Parkweg,5.6960638,50.840335
n1578445069,"1578445069",node,bus_stop,Scharnerweg,5.7177328,50.8487628
n1578445077,"1578445077",node,bus_stop,Sint Lambertuslaan,5.6941386,50.8401379
n1578445080,"1578445080",node,bus_stop,Waldeckpark,5.6833497,50.8426202
n1578445082,"1578445082",node,bus_stop,Wijngaardstraat,5.682046,50.8407718
n1578643717,"1578643717",node,bus_stop,Appiushof,5.6503157,50.843701
n1578643720,"1578643720",node,bus_stop,Balsemienbeemd,5.7092285,50.8236965
n1578643723,"1578643723",node,bus_stop,Capitoolhof,5.6472606,50.8412959
n1578643724,"1578643724",node,bus_stop,De Beente,5.7051732,50.8316029
n1578643725,"1578643725",node,bus_stop,Dokter Bakstraat/Brusselsepoort,5.6678553,50.8501966
n1578643727,"1578643727",node,bus_stop,Heugemerstraat/Wardehof,5.7054643,50.8295303
n1578643728,"1578643728",node,bus_stop,Keurmeestersdreef Oost,5.6624368,50.8474852
n1578643729,"1578643729",node,bus_stop,Keurmeestersdreef Oost,5.6640941,50.8482373
n1578643733,"1578643733",node,bus_stop,Oude Maasstraat,5.7078409,50.8264019
n1578643734,"1578643734",node,bus_stop,Termileslaan,5.7081321,50.8262477
n1578643735,"1578643735",node,bus_stop,Wardehofplein,5.7070478,50.8297763
n1580922503,"1580922503",node,bus_stop,Drenckgaard,5.7240358,50.8324175
n1580922510,"1580922510",node,bus_stop,Langendaal / Varensdaal,5.7244213,50.8236005
n1580922514,"1580922514",node,bus_stop,Scharn Kerk,5.7247612,50.8478395
n1580922521,"1580922521",node,bus_stop,Weerhuysgaard,5.7264395,50.8336389
n1580995247,"1580995247",node,bus_stop,Baron van Hövellstraat,5.7081114,50.843343
n1580995249,"1580995249",node,bus_stop,Duitsepoort,5.7071976,50.8457938
n1584352881,"1584352881",node,bus_stop,Mariastraat,4.9160646,51.5908487
n1584621097,"1584621097",node,bus_stop,UT Hoofdingang,6.8485075,52.2398985
n1584621102,"1584621102",node,bus_stop,UT Hoofdingang,6.8487429,52.2397651
n1584637491,"1584637491",node,bus_stop,Westerbegraafplaats/UT,6.8558064,52.2358288
n1584637494,"1584637494",node,bus_stop,Westerbegraafplaats/UT,6.8555837,52.23602
n1585249303,"1585249303",node,bus_stop,UT/Drienerbeeklaan,6.8445548,52.2409183
n1586585402,"1586585402",node,bus_stop,De Veenhuis,5.4390372,52.2226296
n1586585408,"1586585408",node,bus_stop,De Veenhuis,5.438729,52.2227883
n1586585417,"1586585417",node,bus_stop,Torenstraat,5.4827299,52.2251505
n1586585425,"1586585425",node,bus_stop,Watergoorweg,5.4730708,52.2287653
n1586585426,"1586585426",node,bus_stop,Watergoorweg,5.4730993,52.2288756
n1586586819,"1586586819",node,bus_stop,Torenstraat,5.4825653,52.225252
n1586588037,"1586588037",node,bus_stop,Havenstraat,5.4796359,52.225725
n1586588038,"1586588038",node,bus_stop,Havenstraat,5.4785427,52.2257741
n1589962097,"1589962097",node,bus_stop,Zuyderland MC,5.845341,50.9827946
n1595000781,"1595000781",node,bus_stop,Lokkerdreef,4.6123125,51.5567701
n1595923752,"1595923752",node,bus_stop,Havenstraat,3.364773,51.3137
n1595923753,"1595923753",node,bus_stop,Havenstraat,3.364595,51.313832
n1595924353,"1595924353",node,bus_stop,Sint Annastraat,3.383011,51.309708
n1595924356,"1595924356",node,bus_stop,Sint Annastraat,3.382146,51.309478
n1596870422,"1596870422",node,bus_stop,Borneolaan,4.9383586,52.3713304
n1596870426,"1596870426",node,bus_stop,Zeeburgerdijk,4.9394503,52.3654364
n1596870432,"1596870432",node,bus_stop,Borneolaan,4.9392477,52.3712232
n1596870434,"1596870434",node,bus_stop,Zeeburgerdijk,4.9395843,52.3655297
n1597355467,"1597355467",node,bus_stop,Centrum,5.9787055,51.3291092
n1597355468,"1597355468",node,bus_stop,Centrum,5.9782833,51.3294175
n1597393526,"1597393526",node,bus_stop,Maasbreeseweg,5.9939853,51.3341565
n1602357242,"1602357242",node,bus_stop,Jakob van Necklaan,4.6971446,52.0238083
n1602357486,"1602357486",node,bus_stop,Jakob van Necklaan,4.6971283,52.0239214
n1602357673,"1602357673",node,bus_stop,Jan Mayenlaan,4.6976086,52.0219437
n1602357831,"1602357831",node,bus_stop,Jan Mayenlaan,4.6976601,52.0219018
n1602647207,"1602647207",node,bus_stop,Harderwijkweg,4.6857281,52.0218601
n1609258136,"1609258136",node,bus_stop,Kaldenkerkerweg,6.1795943,51.3567209
n1609258419,"1609258419",node,bus_stop,Spechtweg,6.1828688,51.3543403
n1609261516,"1609261516",node,bus_stop,Koolmeesweg,6.1861221,51.3555501
n1609261925,"1609261925",node,bus_stop,Casinoweg,6.1892375,51.3600502
n1614149707,"1614149707",node,bus_stop,Molukkenstraat,4.9392705,52.3615445
n1614675841,"1614675841",node,bus_stop,Watertoren,5.8247074,50.8979373
n1616904757,"1616904757",node,bus_stop,De Bron,5.711624,50.7777902
n1616904758,"1616904758",node,bus_stop,Diepstraat,5.7029146,50.7755126
n1616904759,"1616904759",node,bus_stop,Industrieweg,5.7126748,50.7834873
n1616904760,"1616904760",node,bus_stop,Industrieweg,5.712278,50.7849545
n1616904761,"1616904761",node,bus_stop,Emmastraat/Bachstraat,5.711557,50.7819641
n1616904763,"1616904763",node,bus_stop,Fun Valley,5.7079751,50.8038218
n1616904764,"1616904764",node,bus_stop,Vroenhof,5.7026836,50.7776158
n1616904765,"1616904765",node,bus_stop,Stiegel,5.7047452,50.780788
n1616904771,"1616904771",node,bus_stop,Prins Bernhardstraat,5.7075442,50.7749697
n1616971145,"1616971145",node,bus_stop,Adam van Harenstraat,5.687583,50.8791141
n1616971163,"1616971163",node,bus_stop,Beukenlaan,5.7321715,50.8923958
n1616971166,"1616971166",node,bus_stop,Beukenlaan,5.7314015,50.8927756
n1616971188,"1616971188",node,bus_stop,Geneinde,5.7054985,50.8968813
n1616971194,"1616971194",node,bus_stop,Geneinde,5.7050148,50.8968658
n1616971207,"1616971207",node,bus_stop,Gewantmakersdreef Noord,5.6585793,50.8481369
n1616971211,"1616971211",node,bus_stop,Kastanjelaan,5.7355619,50.8930099
n1616971218,"1616971218",node,bus_stop,Kastanjelaan,5.7365338,50.8937261
n1616971222,"1616971222",node,bus_stop,Meerssenhoven,5.7191412,50.8902806
n1616971239,"1616971239",node,bus_stop,Op de Bos,5.7061865,50.8952902
n1616971245,"1616971245",node,bus_stop,Pasestraat,5.698544,50.8985949
n1616971271,"1616971271",node,bus_stop,Peter Huijssenslaan,5.67551,50.8605563
n1616971275,"1616971275",node,bus_stop,Peter Huijssenslaan,5.6756618,50.8607302
n1616971278,"1616971278",node,bus_stop,Sluisdijk/Stuw,5.6985945,50.8695634
n1616971299,"1616971299",node,bus_stop,Station Arriva,5.7362872,50.896837
n1616971306,"1616971306",node,bus_stop,Trichtervoogdenstraat,5.6903907,50.8795383
n1617006323,"1617006323",node,bus_stop,Laan van Wateringseveld,4.2907539,52.0276817
n1617107201,"1617107201",node,bus_stop,Bergerstraat/Vijverdal,5.7308193,50.8512867
n1617107202,"1617107202",node,bus_stop,Bergerstraat / Bernhardlaan,5.7239924,50.8496168
n1617107205,"1617107205",node,bus_stop,Potteriestraat,5.6579976,50.8517829
n1617107207,"1617107207",node,bus_stop,Vijverdal,5.73166,50.8499022
n1617160046,"1617160046",node,bus_stop,Drijversstraat,5.6877564,50.8639522
n1617160048,"1617160048",node,bus_stop,Pastoor Moormanstraat,5.6884002,50.8635477
n1617757062,"1617757062",node,bus_stop,Eikske,5.8505906,50.8838759
n1617757064,"1617757064",node,bus_stop,Eikske,5.8510786,50.8842356
n1617757065,"1617757065",node,bus_stop,Emmaberg,5.8404307,50.8715921
