full_id,osm_id,osm_type,highway,name,xcoord,ycoord
n618922853,"618922853",node,bus_stop,Molenstraat,4.4625858,51.6360833
n619160935,"619160935",node,bus_stop,Burgerhout,4.2756144,51.5052524
n619160938,"619160938",node,bus_stop,Nieuwe Molenweg,4.2764594,51.5168244
n619160939,"619160939",node,bus_stop,Steenbergseweg,4.2750421,51.5222464
n619160949,"619160949",node,bus_stop,Burgemeester Elkhuizenlaan,4.2715261,51.5340947
n619160950,"619160950",node,bus_stop,Wouwseweg,4.2762417,51.52766
n619160951,"619160951",node,bus_stop,Molenplein,4.282804,51.535434
n619160966,"619160966",node,bus_stop,Von Suppestraat,4.2712497,51.537658
n619160969,"619160969",node,bus_stop,"Lepelstraat, Slotweg",4.2671079,51.5461001
n619160972,"619160972",node,bus_stop,Vossepad,4.2743416,51.5482242
n619160974,"619160974",node,bus_stop,Kerkstraat,4.2770127,51.549071
n619160987,"619160987",node,bus_stop,Ravelijnstraat (Molenweg),4.3187026,51.5815304
n619160992,"619160992",node,bus_stop,Wipstraat,4.3246444,51.5805665
n619160994,"619160994",node,bus_stop,Rondweg,4.3321512,51.5873611
n619160995,"619160995",node,bus_stop,Steenbergse Vliet,4.3428995,51.6019959
n619161011,"619161011",node,bus_stop,Dorus Rijkersstraat,4.3655657,51.6319716
n619161018,"619161018",node,bus_stop,J.F. Vlekkeplein,4.4424036,51.61343
n619161020,"619161020",node,bus_stop,Kristalsingel,4.449319,51.6129363
n619257850,"619257850",node,bus_stop,Rooseveltlaan,4.3005729,51.4894076
n619257851,"619257851",node,bus_stop,Churchilllaan,4.3059025,51.4892056
n619257852,"619257852",node,bus_stop,Van Houtenstraat,4.310666,51.495065
n619257853,"619257853",node,bus_stop,Ruytershoveweg,4.3118395,51.4995693
n619257854,"619257854",node,bus_stop,Bergsebaan,4.3205228,51.5001528
n619257855,"619257855",node,bus_stop,Mastendreef,4.3291501,51.5012661
n619257856,"619257856",node,bus_stop,Wouwse Tol,4.3468822,51.5048618
n619257858,"619257858",node,bus_stop,Herelsestraat,4.3608943,51.5159001
n619257859,"619257859",node,bus_stop,Torenbaan,4.3620405,51.519134
n619257861,"619257861",node,bus_stop,Hazelaar,4.368416,51.5251012
n619257862,"619257862",node,bus_stop,Nieuwstraat,4.3858341,51.5234331
n619257863,"619257863",node,bus_stop,Omgang,4.3944361,51.5219571
n619257865,"619257865",node,bus_stop,Wouwbaan,4.4157842,51.5284554
n619257866,"619257866",node,bus_stop,Designer Outlet,4.4292172,51.5306286
n619257867,"619257867",node,bus_stop,Rubenslaan,4.4394833,51.5331033
n619266951,"619266951",node,bus_stop,Europaweg,4.8690393,51.6274582
n619266955,"619266955",node,bus_stop,Strijenstraat,4.8614087,51.6475709
n619266956,"619266956",node,bus_stop,Nijenrode,4.8672678,51.6477921
n619266957,"619266957",node,bus_stop,Amphia Ziekenhuis Pasteurlaan,4.868918,51.6486985
n619293712,"619293712",node,bus_stop,Sterrenlaan,4.6358246,52.0306112
n619467577,"619467577",node,bus_stop,Julianastraat,4.3939241,51.3575256
n619467579,"619467579",node,bus_stop,Gemeentehuis,4.393262,51.3596005
n619467580,"619467580",node,bus_stop,Antwerpsestraat,4.392018,51.362547
n619467581,"619467581",node,bus_stop,Stenenhoef,4.3327536,51.3927355
n619467582,"619467582",node,bus_stop,Molenstraat,4.3371749,51.3915603
n619467585,"619467585",node,bus_stop,Kerkstraat,4.3221543,51.3937257
n619467591,"619467591",node,bus_stop,Reekesberg,4.3734978,51.3824198
n619467594,"619467594",node,bus_stop,Bieduinen,4.3815543,51.3761222
n619467596,"619467596",node,bus_stop,Rembrandtstraat,4.3021349,51.4769031
n619467597,"619467597",node,bus_stop,Prinses Beatrixlaan,4.2897251,51.4870499
n619467598,"619467598",node,bus_stop,Stalenbrugstraat,4.2946413,51.4843851
n619467602,"619467602",node,bus_stop,Zandfort,4.318295,51.4340207
n619467604,"619467604",node,bus_stop,Doctor de Bruijnlaan,4.3294367,51.419436
n619467614,"619467614",node,bus_stop,Aviolandalaan,4.3316541,51.4373965
n619467616,"619467616",node,bus_stop,Westerstraat,4.3684604,51.4274782
n619467617,"619467617",node,bus_stop,Wilhelmietenstraat,4.3740133,51.429748
n619467622,"619467622",node,bus_stop,Bergsestraat,4.3751112,51.4348961
n619467624,"619467624",node,bus_stop,Moerkantsebaan,4.3830159,51.4542784
n619467625,"619467625",node,bus_stop,Fianestraat,4.3068108,51.4678329
n619467626,"619467626",node,bus_stop,Wouwse Plantage,4.3898557,51.4826631
n619467629,"619467629",node,bus_stop,Wouwse Hil,4.3990026,51.4978155
n619467631,"619467631",node,bus_stop,Molensingel,4.3920618,51.5194104
n619538393,"619538393",node,bus_stop,Maasdijk,4.8859259,51.7139668
n619538394,"619538394",node,bus_stop,Keizersveer,4.8900897,51.7150541
n619538396,"619538396",node,bus_stop,Rijksweg A27,4.9067155,51.7352485
n619776508,"619776508",node,bus_stop,Kloosterdreef,5.4708642,51.4555132
n619776519,"619776519",node,bus_stop,Gildelaan,5.4773337,51.4479665
n619776524,"619776524",node,bus_stop,Gildelaan,5.4770688,51.4474099
n619776550,"619776550",node,bus_stop,Rubensstraat,5.4955049,51.4394245
n619776554,"619776554",node,bus_stop,Rubensstraat,5.4973107,51.4390361
n619776581,"619776581",node,bus_stop,Generaal Cronjestraat,5.5192403,51.4393005
n619776586,"619776586",node,bus_stop,Heerbaan,5.5224528,51.4411177
n619776602,"619776602",node,bus_stop,Joris Minnestraat,5.4698443,51.4610217
n619776606,"619776606",node,bus_stop,Catharina Ziekenhuis Zuid,5.4711115,51.464379
n619776658,"619776658",node,bus_stop,Autowijk,5.454563,51.4821642
n619776696,"619776696",node,bus_stop,WoensXL/Rooseveltlaan,5.4785456,51.4687824
n619776698,"619776698",node,bus_stop,WoensXL/Rooseveltlaan,5.4790916,51.4699517
n619776702,"619776702",node,bus_stop,Leuvenlaan,5.4780063,51.4815526
n619776704,"619776704",node,bus_stop,Castiliëlaan,5.4516245,51.4912361
n619776705,"619776705",node,bus_stop,Science Park West/5700,5.4532269,51.4978363
n619776709,"619776709",node,bus_stop,Aardmannetje,5.4783808,51.4862401
n619776710,"619776710",node,bus_stop,Aardmannetje,5.4788783,51.486532
n619776712,"619776712",node,bus_stop,Opera,5.475734,51.4908864
n619776714,"619776714",node,bus_stop,Stiffelio,5.4769409,51.488582
n619776716,"619776716",node,bus_stop,Stiffelio,5.4777955,51.4889371
n619813887,"619813887",node,bus_stop,TU Eindhoven,5.4836827,51.4506795
n619813896,"619813896",node,bus_stop,TU Eindhoven,5.4831382,51.4508349
n619813911,"619813911",node,bus_stop,Elckerlyclaan,5.4672386,51.4745741
n619813914,"619813914",node,bus_stop,Grebbeberglaan,5.4626875,51.4813079
n619813924,"619813924",node,bus_stop,Den Eerdbrand,5.4661503,51.4796876
n619813927,"619813927",node,bus_stop,Den Eerdbrand,5.4662296,51.4805121
n619813929,"619813929",node,bus_stop,WoensXL/Genovevalaan,5.472259,51.468793
n619813933,"619813933",node,bus_stop,WoensXL/Genovevalaan,5.472719,51.468245
n619813936,"619813936",node,bus_stop,Agaat,5.4592458,51.4846615
n619813943,"619813943",node,bus_stop,Hondsruglaan,5.4643678,51.4839731
n619813946,"619813946",node,bus_stop,Bronziet,5.4606589,51.4870986
n619813948,"619813948",node,bus_stop,Smaragd,5.4654157,51.4868778
n619863404,"619863404",node,bus_stop,Saturnusweg,5.4927279,51.4733404
n619863405,"619863405",node,bus_stop,Saturnusweg,5.4924313,51.4734105
n619863407,"619863407",node,bus_stop,Wijnpeerstraat,5.4920011,51.478206
n619863408,"619863408",node,bus_stop,Kruburg,5.4927843,51.4830155
n619863411,"619863411",node,bus_stop,Braambesweg,5.5007434,51.4779287
n619863412,"619863412",node,bus_stop,Italiëlaan,5.5008717,51.4804897
n619863413,"619863413",node,bus_stop,Venetiëstraat,5.4975942,51.4841694
n619863414,"619863414",node,bus_stop,Livornostraat,5.5016816,51.4834586
n619930327,"619930327",node,bus_stop,Burgemeester Mollaan,5.4802366,51.4027137
n619930330,"619930330",node,bus_stop,Burgemeester Mollaan,5.4821973,51.401421
n619930332,"619930332",node,bus_stop,Sophiastraat,5.4888625,51.3965299
n619930333,"619930333",node,bus_stop,Voorbeeklaan,5.4861424,51.4014045
n619930335,"619930335",node,bus_stop,Voorbeeklaan,5.488037,51.4015693
n619930337,"619930337",node,bus_stop,P+R Genneper Parken,5.4810727,51.4079539
n619930339,"619930339",node,bus_stop,P+R Genneper Parken,5.4808362,51.4076845
n619930341,"619930341",node,bus_stop,Fontys Theo Koomenlaan,5.4821862,51.413085
n619930344,"619930344",node,bus_stop,Fontys Theo Koomenlaan,5.4823768,51.4133764
n619930347,"619930347",node,bus_stop,Gorlooplaan,5.4939723,51.3997036
n619930364,"619930364",node,bus_stop,Stadhuisplein,5.479706,51.4352549
n619930371,"619930371",node,bus_stop,Keizersgracht,5.4770853,51.4371848
n619930382,"619930382",node,bus_stop,Parktheater,5.4862046,51.4295692
n619930384,"619930384",node,bus_stop,P.C. Hooftlaan,5.4850601,51.4319423
n619930386,"619930386",node,bus_stop,P.C. Hooftlaan,5.4842381,51.4323519
n619930387,"619930387",node,bus_stop,Parktheater,5.4859845,51.4303777
n619930389,"619930389",node,bus_stop,Heistraat,5.4894023,51.426174
n619930390,"619930390",node,bus_stop,Heistraat,5.4890213,51.4264925
n619930409,"619930409",node,bus_stop,Witte Dame,5.4751994,51.4400373
n619930419,"619930419",node,bus_stop,Europaweg,5.6475539,51.4783696
n619930421,"619930421",node,bus_stop,Europaweg,5.6485147,51.4785555
n619930422,"619930422",node,bus_stop,Kasteeltraverse,5.6565548,51.4778052
n619930425,"619930425",node,bus_stop,Kasteeltraverse,5.6564454,51.4775895
n619956639,"619956639",node,bus_stop,Leemkuil,5.4193651,51.479291
n619956642,"619956642",node,bus_stop,Steenoven,5.4210833,51.4814925
n619956647,"619956647",node,bus_stop,Rien van Bruggenpad,5.4293396,51.4758136
n619956655,"619956655",node,bus_stop,Zernikestraat,5.4708319,51.4452661
n619956657,"619956657",node,bus_stop,Minckelersplein,5.4591752,51.4572264
n619956659,"619956659",node,bus_stop,Minckelersplein,5.4597701,51.4564019
n619956661,"619956661",node,bus_stop,Gemmastraat,5.465592,51.4505474
n619956663,"619956663",node,bus_stop,Wattstraat,5.4621558,51.454017
n619956665,"619956665",node,bus_stop,Wattstraat,5.4623443,51.4540415
n619956667,"619956667",node,bus_stop,Gemmastraat,5.4665773,51.4498203
n619956688,"619956688",node,bus_stop,Zernikestraat,5.4711858,51.4452542
n619956690,"619956690",node,bus_stop,Philips Nederland,5.4561593,51.460293
n619956692,"619956692",node,bus_stop,Philips Nederland,5.4561045,51.4600492
n619985387,"619985387",node,bus_stop,Thorbeckelaan,5.5066984,51.5206966
n619997926,"619997926",node,bus_stop,Bilderdijklaan,5.4841755,51.4345334
n619997928,"619997928",node,bus_stop,Smalle Haven,5.4839604,51.436673
n619997934,"619997934",node,bus_stop,Tivolilaan,5.5064736,51.4244272
n620049748,"620049748",node,bus_stop,Thomas à Kempislaan,5.4976189,51.4242775
n620049749,"620049749",node,bus_stop,Lavendelstraat,5.5022264,51.4214303
n620049750,"620049750",node,bus_stop,Hertensprong,5.506354,51.4188074
n620049755,"620049755",node,bus_stop,Bunderkensven,5.5151824,51.4183706
n620057225,"620057225",node,bus_stop,Philips-stadion,5.4692134,51.4419674
n620057229,"620057229",node,bus_stop,Philips-stadion,5.4704804,51.4414612
n620064825,"620064825",node,bus_stop,Gagelbosch,5.4469745,51.4203428
n620064827,"620064827",node,bus_stop,Donizettilaan,5.4574353,51.4267032
n620064830,"620064830",node,bus_stop,Solmsweg,5.4619549,51.4300656
n620064831,"620064831",node,bus_stop,Solmsweg,5.4620719,51.4297809
n620064832,"620064832",node,bus_stop,Mecklenburgstraat,5.4653846,51.4329456
n620064833,"620064833",node,bus_stop,Mecklenburgstraat,5.4675864,51.4335324
n620064834,"620064834",node,bus_stop,Grote Berg,5.474686,51.435549
n620072885,"620072885",node,bus_stop,City Centrum,5.4089759,51.4178848
n620072888,"620072888",node,bus_stop,City Centrum,5.4086714,51.417986
n620072903,"620072903",node,bus_stop,Julianastraat,5.4195152,51.4195286
n620072912,"620072912",node,bus_stop,Cranendonck,5.4307344,51.4229834
n620072915,"620072915",node,bus_stop,Cranendonck,5.430551,51.423019
n620072920,"620072920",node,bus_stop,Grieglaan,5.4532276,51.4238665
n620103862,"620103862",node,bus_stop,De Dom/Berg,5.3923504,51.42244
n620103871,"620103871",node,bus_stop,Heemweg/Centrum,5.4063774,51.4224312
n620103872,"620103872",node,bus_stop,Heemweg/Centrum,5.4063415,51.4221288
n620103878,"620103878",node,bus_stop,Kruisstraat,5.4193451,51.4288861
n620103879,"620103879",node,bus_stop,Kruisstraat,5.4191196,51.4288581
n620103889,"620103889",node,bus_stop,Hastelweg,5.4560207,51.4374781
n620103890,"620103890",node,bus_stop,Hastelweg,5.455622,51.4372961
n620103891,"620103891",node,bus_stop,Jozef Eliasweg,5.4613611,51.4362378
n620103892,"620103892",node,bus_stop,Jozef Eliasweg,5.4620495,51.4361463
n620103894,"620103894",node,bus_stop,Willem de Rijkelaan,5.4587496,51.4383834
n620114968,"620114968",node,bus_stop,Bergstraat,5.4459851,51.3884783
n620114973,"620114973",node,bus_stop,Eikenlaan,5.4503664,51.3882308
n620114975,"620114975",node,bus_stop,Bosweg,5.4540129,51.3896545
n620114978,"620114978",node,bus_stop,Raadhuisstraat,5.46855,51.3937244
n620114988,"620114988",node,bus_stop,Locatellistraat/Professor Holstlaan,5.464826,51.4166441
n620114990,"620114990",node,bus_stop,Locatellistraat/Professor Holstlaan,5.4664996,51.4169885
n620114993,"620114993",node,bus_stop,Genneper Parken,5.4731868,51.4172092
n620114997,"620114997",node,bus_stop,Genneper Parken,5.4715219,51.4168778
n620134975,"620134975",node,bus_stop,Ontginningsweg,5.4247652,51.4075708
n620134976,"620134976",node,bus_stop,Ulenpas,5.4317403,51.4117578
n620134977,"620134977",node,bus_stop,Ulenpas,5.4321273,51.4117203
n620134979,"620134979",node,bus_stop,Oldengaarde,5.4399132,51.415568
n620134980,"620134980",node,bus_stop,Lichtenberg,5.4450941,51.4155605
n620134981,"620134981",node,bus_stop,Roffart,5.4458518,51.4173621
n620134982,"620134982",node,bus_stop,Roffart,5.4458676,51.4178575
n620134983,"620134983",node,bus_stop,Kastelenplein (Oost),5.4446927,51.4196325
n620134984,"620134984",node,bus_stop,Palestrinastraat,5.4495528,51.4197691
n620134985,"620134985",node,bus_stop,Verdistraat,5.4533164,51.4197274
n620134986,"620134986",node,bus_stop,Reinkenstraat,5.4576892,51.4200878
n620134987,"620134987",node,bus_stop,Nicolaistraat,5.4620348,51.4191444
n620134988,"620134988",node,bus_stop,Sibeliuslaan,5.4644729,51.4221947
n620134989,"620134989",node,bus_stop,Bayeuxlaan,5.4663081,51.4239714
n620134990,"620134990",node,bus_stop,Bayeuxlaan,5.4668564,51.4234028
n620134991,"620134991",node,bus_stop,Camphuysenstraat,5.4690656,51.4268967
n620134992,"620134992",node,bus_stop,Rivierstraat,5.4718805,51.4308698
n620134993,"620134993",node,bus_stop,Heilig Hartkerk,5.4722082,51.4329536
n620153526,"620153526",node,bus_stop,De Naaldenmaker,5.3864709,51.4179505
n620153528,"620153528",node,bus_stop,Bossebaan,5.4015131,51.4167283
n620153533,"620153533",node,bus_stop,Heemweg/Centrum,5.4065007,51.4219558
n620153534,"620153534",node,bus_stop,HTC/Vijver,5.4520081,51.4084838
n620153535,"620153535",node,bus_stop,HTC/Dommeldal,5.4538829,51.4133846
n620397296,"620397296",node,bus_stop,Gruisheuvel,5.376441,51.4969034
n620397299,"620397299",node,bus_stop,Rendierhei,5.3722904,51.5010726
n620397302,"620397302",node,bus_stop,Mecklenburgweg,5.3844416,51.4964306
n620397321,"620397321",node,bus_stop,Dopvelpenpad,5.3712184,51.5042773
n620479037,"620479037",node,bus_stop,Winkelcentrum De Weerd,5.7953472,51.9787922
n620490533,"620490533",node,bus_stop,Noordende,5.6584184,51.4857039
n620490534,"620490534",node,bus_stop,Helmondselaan,5.661486,51.4861794
n620490535,"620490535",node,bus_stop,Helmondselaan,5.6615419,51.4865874
n620490537,"620490537",node,bus_stop,Uiverlaan,5.66419,51.48791
n620490538,"620490538",node,bus_stop,Uiverlaan,5.6654782,51.4882345
n620490540,"620490540",node,bus_stop,Vondellaan,5.6685093,51.4892388
n620490541,"620490541",node,bus_stop,Ruusbroeclaan,5.6659105,51.4913382
n620490542,"620490542",node,bus_stop,Nachtegaallaan,5.6660693,51.4935121
n620490544,"620490544",node,bus_stop,Triangelpad,5.6645444,51.4969078
n620490546,"620490546",node,bus_stop,Openbare Basisschool,5.6615193,51.4988015
n620490547,"620490547",node,bus_stop,Harmoniestraat,5.6631093,51.5000503
n620490549,"620490549",node,bus_stop,Titaniastraat,5.6680849,51.4998247
n620490553,"620490553",node,bus_stop,Jupiterlaan,5.6695832,51.4972531
n620490554,"620490554",node,bus_stop,Sterrenlaan,5.6698667,51.4985721
n620652381,"620652381",node,bus_stop,De Polle,5.9010055,53.3700872
n620672567,"620672567",node,bus_stop,Veerdam,5.880345,53.394193
n620672638,"620672638",node,bus_stop,Holwerd Provincialeweg,5.8958378,53.3680827
n620734155,"620734155",node,bus_stop,Otto Veniusweg,5.5016402,51.4315608
n620734160,"620734160",node,bus_stop,Luchen,5.6071713,51.4413548
n620734163,"620734163",node,bus_stop,Ellenaar,5.6193894,51.4462118
n620734190,"620734190",node,bus_stop,Leeuwerikstraat,5.7123689,51.3903628
n620734196,"620734196",node,bus_stop,Kerkstraat,5.7126397,51.3814292
n620734219,"620734219",node,bus_stop,Heesakkerweg,5.7365747,51.3987116
n620734221,"620734221",node,bus_stop,Floraplein,5.7514613,51.4048294
n620734224,"620734224",node,bus_stop,Floraplein,5.7522784,51.4050234
n620734232,"620734232",node,bus_stop,Varenschut,5.6913589,51.4572183
n620734233,"620734233",node,bus_stop,Varenschut,5.6913086,51.4580315
n620734234,"620734234",node,bus_stop,Peeleik,5.7012806,51.457007
n620734235,"620734235",node,bus_stop,Hertelaan,5.7070558,51.4589399
n620734276,"620734276",node,bus_stop,Vossenbeemd,5.6790511,51.4650866
n620734278,"620734278",node,bus_stop,Noorddijk,5.6906609,51.4668454
n620734280,"620734280",node,bus_stop,Begoniastraat,5.6786316,51.4763315
n620734288,"620734288",node,bus_stop,Azalealaan,5.6718957,51.4774967
n620734291,"620734291",node,bus_stop,Azalealaan,5.671956,51.47739
n620734294,"620734294",node,bus_stop,Trompstraat,5.6822572,51.4753191
n620734299,"620734299",node,bus_stop,Van Speijklaan,5.686836,51.4747093
n620734301,"620734301",node,bus_stop,De Lier,5.6835363,51.4775531
n620734304,"620734304",node,bus_stop,Straakvense Bosdijk,5.6826286,51.4793684
n620734313,"620734313",node,bus_stop,Sportterrein Swift,5.6863216,51.4768154
n620734316,"620734316",node,bus_stop,Rijtse Hoeve,5.696848,51.4600851
n620734318,"620734318",node,bus_stop,Rivierensingel,5.6972897,51.4632103
n620734320,"620734320",node,bus_stop,Hunzestraat,5.6977423,51.4677621
n620734326,"620734326",node,bus_stop,Hunzestraat,5.6974477,51.4677668
n620734331,"620734331",node,bus_stop,Molenbeek,5.7074884,51.4683998
n620734335,"620734335",node,bus_stop,Sallandhof,5.6967675,51.4798383
n620734342,"620734342",node,bus_stop,Sallandhof,5.6977495,51.4799636
n620734345,"620734345",node,bus_stop,Weg door Rijpel,5.7058961,51.4725509
n620734349,"620734349",node,bus_stop,Weg door Rijpel,5.7062023,51.4725528
n620734353,"620734353",node,bus_stop,Hollandhof,5.7095553,51.4748127
n620734360,"620734360",node,bus_stop,Hollandhof,5.7098966,51.4755336
n620734375,"620734375",node,bus_stop,Nieuwveld,5.6692851,51.4941114
n620784881,"620784881",node,bus_stop,Sint Jozephburch,5.4959637,51.4317379
n620784882,"620784882",node,bus_stop,Sint Jozephburch,5.496783,51.4316457
n620784884,"620784884",node,bus_stop,Santheuvel,5.6229118,51.4359926
n620784885,"620784885",node,bus_stop,Haakakker,5.6072565,51.4405105
n620784886,"620784886",node,bus_stop,Molenkamp,5.6121842,51.4384647
n620784887,"620784887",node,bus_stop,Kerkakkers,5.6167214,51.4405928
n620784888,"620784888",node,bus_stop,Vesperstraat,5.6277445,51.4419359
n620784889,"620784889",node,bus_stop,Marktstraat,5.6279618,51.4456855
n620784890,"620784890",node,bus_stop,Walvisstraat,5.6385639,51.4615375
n620784891,"620784891",node,bus_stop,Walvisstraat,5.6402735,51.4616099
n620834067,"620834067",node,bus_stop,Veerhaven,5.7746979,53.4344862
n620839365,"620839365",node,bus_stop,Stationsweg,5.9027612,53.367389
n620959169,"620959169",node,bus_stop,Sportcentrum De Braak,5.674124,51.4874171
n620959172,"620959172",node,bus_stop,Sportcentrum De Braak,5.6753971,51.487775
n620959175,"620959175",node,bus_stop,Coendersberglaan,5.6961249,51.4880106
n620959177,"620959177",node,bus_stop,Coendersberglaan,5.6992473,51.4879416
n620959180,"620959180",node,bus_stop,Besterd,5.7231553,51.4967668
n620959184,"620959184",node,bus_stop,Helmondsestraat,5.7320861,51.5010052
n620959186,"620959186",node,bus_stop,Centrum,5.7445073,51.503938
n620959189,"620959189",node,bus_stop,Molen,5.7639126,51.5016385
n620959191,"620959191",node,bus_stop,Kreijtenberg,5.7720962,51.5023616
n620959193,"620959193",node,bus_stop,Kerk,5.7784688,51.5028942
n620959197,"620959197",node,bus_stop,Kerk,5.7807139,51.5031461
n620959208,"620959208",node,bus_stop,Pater Becanusstraat,5.6287392,51.5309774
n620959210,"620959210",node,bus_stop,Dokter Timmerslaan,5.6316917,51.5288383
n620959213,"620959213",node,bus_stop,Otterweg,5.6275603,51.5333615
n620959214,"620959214",node,bus_stop,Gemeentehuis,5.6340459,51.5336576
n620959218,"620959218",node,bus_stop,Heuvel,5.683368,51.5487923
n620959220,"620959220",node,bus_stop,Centrum,5.7418324,51.5041479
n620959222,"620959222",node,bus_stop,Binnenveld,5.788153,51.5040017
n620959224,"620959224",node,bus_stop,Hoenderpark,5.7906689,51.5109871
n620959227,"620959227",node,bus_stop,Boswachterij,5.7976634,51.5264511
n620959230,"620959230",node,bus_stop,Minister Rommedreef,5.8039485,51.5447136
n620959232,"620959232",node,bus_stop,Jeugdhuis,5.8077732,51.5504245
n620959244,"620959244",node,bus_stop,Postkantoor,5.8094199,51.5528228
n620959246,"620959246",node,bus_stop,Vreedepaaldreef,5.8163497,51.5628633
n620959250,"620959250",node,bus_stop,Friesche Peel,5.8231917,51.5710263
n620959255,"620959255",node,bus_stop,Vale Peel,5.8368021,51.5798965
n620959257,"620959257",node,bus_stop,Nieuweweg,5.8491866,51.5870494
n620959269,"620959269",node,bus_stop,Breestraat,5.8878711,51.6269909
n620988823,"620988823",node,bus_stop,Heuvel,5.5693699,51.6074348
n620988824,"620988824",node,bus_stop,Heuvel,5.5661514,51.6082145
n620988828,"620988828",node,bus_stop,Busstation,5.5471041,51.613986
n620988830,"620988830",node,bus_stop,Dorpsstraat,5.6449417,51.5111801
n620988832,"620988832",node,bus_stop,Lodderdijk,5.6956012,51.5585967
n620988834,"620988834",node,bus_stop,Pelgrimsrust,5.704292,51.5670473
n620988835,"620988835",node,bus_stop,Handelseweg,5.709284,51.573313
n621444547,"621444547",node,bus_stop,Brandstraat,5.6376772,51.5297653
n621468323,"621468323",node,bus_stop,Peellandcollege,5.7877025,51.4490319
n621468324,"621468324",node,bus_stop,Het Vreek,5.7983022,51.4469939
n621468325,"621468325",node,bus_stop,Vescom,5.7831701,51.4538646
n621468331,"621468331",node,bus_stop,Heuvel,5.8750561,51.3478855
n621468332,"621468332",node,bus_stop,Heuvel,5.8750283,51.3482516
n621468333,"621468333",node,bus_stop,Boonhof,5.8658738,51.3609845
n621468334,"621468334",node,bus_stop,Dorpstraat/Uitleg,5.8655904,51.3692417
n621468335,"621468335",node,bus_stop,Marktplein,5.8218848,51.4135256
n621468336,"621468336",node,bus_stop,Kennelweg,5.833437,51.4046143
n621468337,"621468337",node,bus_stop,Garst,5.8382899,51.4013275
n621468338,"621468338",node,bus_stop,Garst,5.8388127,51.4001024
n621468339,"621468339",node,bus_stop,Kennelweg,5.8347358,51.403978
n621468340,"621468340",node,bus_stop,Molen,5.8249982,51.4103001
n621468341,"621468341",node,bus_stop,Molen,5.825316,51.4107704
n621468342,"621468342",node,bus_stop,Kapelletje,5.8586957,51.3809843
n621468343,"621468343",node,bus_stop,Kapelletje,5.8587369,51.3817846
n621468344,"621468344",node,bus_stop,Rechte Heitraksedijk,5.8509944,51.3894101
n621468345,"621468345",node,bus_stop,Kanaalstraat,5.8477207,51.3979444
n621468346,"621468346",node,bus_stop,Vossenweg,5.8183145,51.4193861
n621468347,"621468347",node,bus_stop,Regenweg,5.8152036,51.4245369
n621468348,"621468348",node,bus_stop,Internaat Vreekwijk,5.8061542,51.4369482
n621468349,"621468349",node,bus_stop,Internaat Vreekwijk,5.8064349,51.4362192
n621468350,"621468350",node,bus_stop,Liesselseweg,5.8025086,51.4441333
n621491400,"621491400",node,bus_stop,Lieshoutseweg,5.6364598,51.5272272
n621491419,"621491419",node,bus_stop,Verreheide,5.6904087,51.5774088
n621491422,"621491422",node,bus_stop,Berkhoek,5.6836631,51.5854539
n621491426,"621491426",node,bus_stop,Kerkstraat,5.673475,51.6037537
n621491428,"621491428",node,bus_stop,Zuivelfabriek,5.6720818,51.6090742
n621491431,"621491431",node,bus_stop,Molenstraat,5.6698551,51.6141961
n621491436,"621491436",node,bus_stop,Liessentstraat,5.6427661,51.6507575
n621491440,"621491440",node,bus_stop,Liessentstraat,5.6429888,51.6514238
n621491473,"621491473",node,bus_stop,Loopkantstraat,5.6424537,51.6571372
n621491516,"621491516",node,bus_stop,Biesthoek,5.655618,51.63633
n621491523,"621491523",node,bus_stop,Schoolstraat,5.6497971,51.6423139
n621491526,"621491526",node,bus_stop,Raam/Jonkerveld,5.6306555,51.6617877
n621491528,"621491528",node,bus_stop,Raam/Jonkerveld,5.6290268,51.6615993
n621491530,"621491530",node,bus_stop,Melle,5.6371622,51.6628649
n621491538,"621491538",node,bus_stop,Melle,5.6386754,51.6628999
n621491541,"621491541",node,bus_stop,Loopkantstraat,5.6419558,51.6587176
n621793791,"621793791",node,bus_stop,Wilhelminalaan,5.1694745,51.3623536
n621793796,"621793796",node,bus_stop,Nijverheidsstraat,5.200559,51.3617208
n621793803,"621793803",node,bus_stop,Sniederslaan,5.2348314,51.3711022
n621793804,"621793804",node,bus_stop,Sniederslaan,5.2350221,51.3712643
n621793805,"621793805",node,bus_stop,Abdijstraat,5.2497928,51.3712096
n621793806,"621793806",node,bus_stop,Abdijstraat,5.2493106,51.3713345
n621793808,"621793808",node,bus_stop,Oude Provincialeweg,5.2588622,51.3705156
n621793812,"621793812",node,bus_stop,De Wijer,5.2654779,51.3699682
n621793814,"621793814",node,bus_stop,De Wijer,5.2676897,51.3696284
n621793816,"621793816",node,bus_stop,Helleneind,5.2122866,51.3737097
n621793819,"621793819",node,bus_stop,Doolandweg,5.2258703,51.3759904
n621793825,"621793825",node,bus_stop,Postelseweg,5.3040353,51.3592459
n621793827,"621793827",node,bus_stop,Kapelweg,5.3155798,51.3565332
n621793830,"621793830",node,bus_stop,Monsigneur de Haasstraat,5.32273,51.3601618
n621793832,"621793832",node,bus_stop,Monsigneur de Haasstraat,5.3229378,51.3599757
n621793834,"621793834",node,bus_stop,Busstation Eersel,5.3216694,51.365164
n621793836,"621793836",node,bus_stop,De Hees,5.33399,51.3702772
n621793838,"621793838",node,bus_stop,De Hees,5.3363181,51.3710228
