full_id,osm_id,osm_type,railway,name,xcoord,ycoord
n8780718658,"8780718658",node,switch,,4.4378441,51.9117994
n8780718662,"8780718662",node,switch,,4.4367573,51.9120844
n8780718663,"8780718663",node,switch,,4.4373889,51.9119348
n8780718666,"8780718666",node,switch,,4.4355689,51.9124614
n8780718668,"8780718668",node,switch,,4.42966,51.9148951
n8780718682,"8780718682",node,switch,,4.4363902,51.9122316
n8780718686,"8780718686",node,buffer_stop,,4.4328594,51.9133049
n8780718712,"8780718712",node,switch,,4.429367,51.915091
n8780718715,"8780718715",node,switch,,4.4496962,51.9094387
n8780718716,"8780718716",node,switch,,4.4508356,51.9091302
n8780718807,"8780718807",node,switch,,4.4500918,51.9092975
n8780718812,"8780718812",node,switch,,4.4504062,51.9092124
n9356565404,"9356565404",node,crossing,,4.9720999,52.324567
n9442882590,"9442882590",node,level_crossing,,4.963172,52.3313139
n9632197674,"9632197674",node,,,4.4944441,51.8966956
n9632197675,"9632197675",node,,,4.4951529,51.8976522
n9632197677,"9632197677",node,,,4.4942936,51.8967419
n9632197678,"9632197678",node,,,4.4949922,51.8976668
n9687658307,"9687658307",node,,,4.5044111,51.9260261
n9774403788,"9774403788",node,crossing,,4.4799935,51.9200326
n9963390167,"9963390167",node,buffer_stop,,4.8742509,52.3392098
n10196795625,"10196795625",node,level_crossing,,4.4468195,51.8693337
n10196795626,"10196795626",node,level_crossing,,4.446799,51.8693953
n10196795627,"10196795627",node,level_crossing,,4.4467735,51.8694721
n10196795628,"10196795628",node,level_crossing,,4.4467532,51.8695331
