full_id,osm_id,osm_type,railway,name,xcoord,ycoord
n7606436205,"7606436205",node,station,Boven Hardinxveld,4.8785268,51.8323509
n7606436206,"7606436206",node,station,Hardinxveld Blauwe Zoom,4.8157538,51.8295797
n7606436207,"7606436207",node,station,Sliedrecht,4.7782401,51.8296105
n7606436208,"7606436208",node,station,Sliedrecht Baanhoek,4.7429954,51.8293478
n7606436209,"7606436209",node,station,Dordrecht Stadspolders,4.7162093,51.8019721
n7606470021,"7606470021",node,station,Ruurlo,6.4499208,52.0807573
n7606470022,"7606470022",node,station,Winterswijk West,6.7037162,51.9746836
n7606470023,"7606470023",node,station,Winterswijk,6.7147769,51.968013
n7606470024,"7606470024",node,station,Aalten,6.5787107,51.9213392
n7606470025,"7606470025",node,station,Varsseveld,6.4584952,51.9372071
n7606487747,"7606487747",node,station,Terborg,6.3642821,51.9226255
n7606487748,"7606487748",node,station,Doetinchem,6.295763,51.9584492
n7606487749,"7606487749",node,station,Wehl,6.2137189,51.9571754
n7606487750,"7606487750",node,station,Didam,6.1324299,51.9333033
n7606516674,"7606516674",node,station,Oosterbeek,5.8404874,51.9947831
n7606517378,"7606517378",node,station,Twello,6.1007009,52.2383228
n7606517379,"7606517379",node,station,Apeldoorn Osseveld,6.0061053,52.2157325
n7606517380,"7606517380",node,station,Apeldoorn De Maten,6.0006634,52.2052214
n7606517381,"7606517381",node,station,Klarenbeek,6.0842046,52.1780369
n7606517382,"7606517382",node,station,Voorst-Empe,6.1439192,52.1575224
n7606517383,"7606517383",node,station,Arnhem Presikhaaf,5.9429188,51.9876005
n7606517384,"7606517384",node,station,Velp,5.9809858,51.9950101
n7606543785,"7606543785",node,station,Rheden,6.0307364,52.0099982
n7606543786,"7606543786",node,station,Dieren,6.1029162,52.0446667
n7606543787,"7606543787",node,station,Zutphen,6.1942652,52.1446293
n7606543794,"7606543794",node,station,Gaanderen,6.3483665,51.9308536
n7606549516,"7606549516",node,station,Goor,6.5850946,52.2302772
n7606549517,"7606549517",node,station,Lochem,6.4263786,52.1668016
n7606549518,"7606549518",node,station,Holten,6.4211684,52.2840788
n7606549519,"7606549519",node,station,Deventer Colmschate,6.2156789,52.25035
n7606551859,"7606551859",node,station,Rijswijk,4.3220394,52.03755
n7606551860,"7606551860",node,station,Voorschoten,4.4336799,52.1262326
n7606551861,"7606551861",node,station,De Vink,4.4563018,52.1471818
n7606551862,"7606551862",node,station,Leiden Lammenschans,4.4929317,52.1467516
n7606551863,"7606551863",node,station,Bodegraven,4.7462503,52.0814538
n7606551877,"7606551877",node,station,Voorhout,4.484053,52.2253573
n7606551878,"7606551878",node,station,Hillegom,4.5660754,52.30314
n7606551879,"7606551879",node,station,Heemstede-Aerdenhout,4.6067862,52.3595052
n7606551880,"7606551880",node,station,Zandvoort aan Zee,4.5314622,52.3757259
n7606551881,"7606551881",node,station,Overveen,4.6068322,52.3910774
n7606551882,"7606551882",node,station,Haarlem Spaarnwoude,4.6713542,52.3828478
n7606555863,"7606555863",node,station,'s-Hertogenbosch Oost,5.3191158,51.7005543
n7606555867,"7606555867",node,station,Spaubeek,5.8495905,50.9434247
n7606556446,"7606556446",node,station,Nieuwerkerk aan den IJssel,4.6168787,51.9653044
n7606556447,"7606556447",node,station,Capelle Schollevaar,4.5840957,51.9541176
n7606556448,"7606556448",node,station,Rotterdam Noord,4.4815812,51.9422622
n7606556449,"7606556449",node,station,Rotterdam Zuid,4.5098521,51.9049018
n7606556450,"7606556450",node,station,Rotterdam Lombardijen,4.5310527,51.8803596
n7606567286,"7606567286",node,station,Gouda Goverwelle,4.7420993,52.0150128
n7606581797,"7606581797",node,station,Driehuis,4.6387141,52.4427409
n7606581798,"7606581798",node,station,Santpoort Noord,4.6325507,52.4338823
n7606581799,"7606581799",node,station,Santpoort Zuid,4.6314176,52.4193488
n7606581800,"7606581800",node,station,Bloemendaal,4.6276629,52.4043478
n7606596763,"7606596763",node,station,Uitgeest,4.70259,52.5214311
n7606596764,"7606596764",node,station,Heemskerk,4.6861262,52.4946348
n7606596765,"7606596765",node,station,Beverwijk,4.6566186,52.4785365
n7606606101,"7606606101",node,station,Schagen,4.8053789,52.7852715
n7606606102,"7606606102",node,station,Alkmaar Noord,4.7639556,52.6437653
n7606607358,"7606607358",node,station,Bovenkarspel Flora,5.2533431,52.6961115
n7606617874,"7606617874",node,station,Amersfoort Schothorst,5.4038593,52.1748604
n7606617875,"7606617875",node,station,Amersfoort Vathorst,5.4336126,52.1925513
n7606617876,"7606617876",node,station,Nijkerk,5.4935229,52.2220274
n7606617877,"7606617877",node,station,Putten,5.5758773,52.2654979
n7606617878,"7606617878",node,station,Nunspeet,5.7841371,52.3707574
n7606617879,"7606617879",node,station,'t Harde,5.8930152,52.4091474
n7606617880,"7606617880",node,station,Wezep,6.003111,52.4543848
n7606645163,"7606645163",node,station,Utrecht Overvecht,5.1257618,52.1101212
n7606645164,"7606645164",node,station,Bilthoven,5.2046838,52.1301876
n7606645165,"7606645165",node,station,Den Dolder,5.2420971,52.1402279
n7606648989,"7606648989",node,station,Kampen,5.92163,52.5597878
n7606648990,"7606648990",node,station,Almere Muziekwijk,5.190341,52.367558
n7606648991,"7606648991",node,station,Weesp,5.0440484,52.3122067
n7606648992,"7606648992",node,station,Amsterdam Science Park,4.948315,52.352926
n7606656809,"7606656809",node,station,Bussum Zuid,5.1628737,52.2658951
n7606656810,"7606656810",node,station,Hilversum Media Park,5.1740114,52.2378723
n7606656811,"7606656811",node,station,Hilversum,5.1812974,52.2265342
n7606656812,"7606656812",node,station,Hilversum Sportpark,5.1873161,52.2164296
n7606656813,"7606656813",node,station,Hollandsche Rading,5.1793156,52.1780793
n7606656814,"7606656814",node,station,Baarn,5.2817232,52.2080875
n7606656815,"7606656815",node,station,Soest Zuid,5.3028921,52.1651988
n7606657354,"7606657354",node,station,Waddinxveen Triangel,4.6490359,52.0272134
n7606657355,"7606657355",node,station,Waddinxveen,4.6499035,52.0440583
n7606657356,"7606657356",node,station,Waddinxveen Noord,4.648369,52.0552626
n7606657357,"7606657357",node,station,Boskoop Snijdelwijk,4.6462703,52.067341
n7606657358,"7606657358",node,station,Boskoop,4.6466297,52.0770639
n7606663918,"7606663918",node,station,Purmerend Overwhere,4.9670882,52.5112223
n7606663919,"7606663919",node,station,Purmerend,4.9544121,52.5039525
n7606663920,"7606663920",node,station,Purmerend Weidevenne,4.9350292,52.4963796
n7606663921,"7606663921",node,station,Zaandam Kogerveld,4.8191929,52.4567546
n7606663922,"7606663922",node,station,Koog aan de Zaan,4.8056834,52.4578263
n7606672546,"7606672546",node,station,Bunnik,5.1957958,52.0632104
n7606672547,"7606672547",node,station,Maarn,5.3706605,52.0640966
n7606698742,"7606698742",node,station,Diemen,4.9674386,52.345214
n7606712031,"7606712031",node,station,Barneveld Noord,5.598379,52.1611568
n7606712032,"7606712032",node,station,Lunteren,5.6243005,52.0851185
n7606712033,"7606712033",node,station,Ede Centrum,5.6681895,52.0432539
n7606735798,"7606735798",node,station,Rhenen,5.5783079,51.9579068
n7606758007,"7606758007",node,station,Hengelo Gezondheidspark,6.7679488,52.2616919
n7606761910,"7606761910",node,station,Delden,6.7151462,52.2600838
n7606761911,"7606761911",node,station,Borne,6.7484512,52.2986128
n7606761912,"7606761912",node,station,Almelo de Riet,6.6666467,52.3420988
n7606761913,"7606761913",node,station,Nijverdal,6.4624207,52.366378
n7606761914,"7606761914",node,station,Heino,6.2220279,52.4269658
n7606761915,"7606761915",node,station,Raalte,6.27823,52.3914177
n7606763156,"7606763156",node,station,Grijpskerk,6.3098856,53.2557864
n7606786655,"7606786655",node,station,Dalfsen,6.2594892,52.4982281
n7606786656,"7606786656",node,station,Ommen,6.4172206,52.5097013
n7606786657,"7606786657",node,station,Vriezenveen,6.6004536,52.4020925
n7606786768,"7606786768",node,station,Assen,6.5712455,52.992265
n7606791156,"7606791156",node,station,Emmen,6.8997205,52.7906288
n7606791157,"7606791157",node,station,Emmen Zuid,6.8743301,52.7487147
n7606791158,"7606791158",node,station,Dalen,6.7585202,52.6946895
n7606791159,"7606791159",node,station,Gramsbergen,6.676362,52.6098651
n7606793098,"7606793098",node,station,Beilen,6.5213108,52.8550649
n7606793099,"7606793099",node,station,Meppel,6.1979382,52.6919049
n7606802764,"7606802764",node,station,Steenwijk,6.1164515,52.7911743
n7606802765,"7606802765",node,station,Wolvega,6.0047673,52.8802422
n7606802766,"7606802766",node,station,Heerenveen,5.9153474,52.9607031
n7606802767,"7606802767",node,station,Akkrum,5.8433715,53.0473583
n7606802768,"7606802768",node,station,Grou-Jirnsum,5.8222898,53.0898834
n7606818525,"7606818525",node,station,Harlingen Haven,5.4114962,53.1746159
n7606818526,"7606818526",node,station,Harlingen,5.4252094,53.1703923
n7606818527,"7606818527",node,station,Franeker,5.549851,53.1824012
n7606818528,"7606818528",node,station,Dronryp,5.6347677,53.1777182
n7606818529,"7606818529",node,station,Deinum,5.7280592,53.1887582
n7606819558,"7606819558",node,station,Daarlerveen,6.5760173,52.4411354
n7606825348,"7606825348",node,station,Leeuwarden Camminghaburen,5.8425552,53.2021437
n7606825349,"7606825349",node,station,Hurdegaryp,5.9344245,53.2188842
n7606825350,"7606825350",node,station,Feanwâlden,5.9897322,53.2350543
n7606825351,"7606825351",node,station,De Westereen,6.0354836,53.2482864
n7606839823,"7606839823",node,station,Hindeloopen,5.4231314,52.9464538
n7606839824,"7606839824",node,station,Workum,5.4565133,52.9720548
n7606839825,"7606839825",node,station,IJlst,5.6161316,53.0147424
n7606839826,"7606839826",node,station,Sneek,5.6518895,53.0326201
n7606839827,"7606839827",node,station,Sneek Noord,5.66273,53.0401281
n7607264062,"7607264062",node,station,Nieuw Buinen,6.9668054,52.9688917
n7610597877,"7610597877",node,station,Goes (SGB),3.8828193,51.4971093
n7610639512,"7610639512",node,station,Baarland,3.8826993,51.4150204
n7610643507,"7610643507",node,station,Nisse,3.8801356,51.4539408
n7657203017,"7657203017",node,station,Grote Markt,4.3095253,52.0755925
n7657203018,"7657203018",node,station,Spui,4.3143067,52.0772798
n7657203019,"7657203019",node,station,Centraal Station,4.3242084,52.0810996
n7657203020,"7657203020",node,station,Beatrixkwartier,4.3349578,52.0799782
n8809765346,"8809765346",node,station,Hoek van Holland Strand,4.1054542,51.9869919
n9071577584,"9071577584",node,station,Museum,4.44381,52.1594303
n9167352325,"9167352325",node,station,Centraal Station,4.9009058,52.3791977
n9570781849,"9570781849",node,station,Lansingerland-Zoetermeer,4.5191922,52.0415172
n9604567339,"9604567339",node,station,Leiden Centraal,4.482286,52.166319
